EventID,Commodities,Department,Description,Region,Title,Creation Date,Completion Date,Effective Date,Line_Item,Line_Number,Supplier_ID,Supplier_Name,Bid_Amount,Bid_Status,Submission_Timestamp
E-4011,Public Transport System,Health,Upgrading outdated infrastructure with cutting-edge sustainable solutions.,Texas,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4011-2,2,S-1,Xerox Transportation,80993.27,Rejected,47:03.4
E-4011,Public Transport System,Health,Implementation of high-efficiency systems for long-term sustainability.,Texas,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4011-2,2,S-2,Bosch Traffic Systems,226787.44,Accepted,47:03.4
E-4011,Public Transport System,Health,Installation of next-generation monitoring and automation systems.,Texas,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4011-2,2,S-3,Siemens Mobility,446371.57,Accepted,47:03.4
E-4011,Public Transport System,Health,Optimization of energy consumption through advanced grid management.,Texas,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4011-3,3,S-1,Schneider Electric Mobility,408960.43,Rejected,47:03.4
E-4011,Public Transport System,Health,Development of a robust public service network with smart automation.,Texas,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4011-3,3,S-2,General Electric,222269.55,Under Review,47:03.4
E-4011,Public Transport System,Health,Procurement of state-of-the-art infrastructure equipment for efficiency enhancement.,Texas,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4011-3,3,S-3,Panasonic Smart Cities,433585.24,Accepted,47:03.4
E-4011,Public Transport System,Health,Integration of smart technology into traditional infrastructure frameworks.,Texas,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4011-4,4,S-1,Kapsch TrafficCom,261106.99,Accepted,47:03.4
E-4011,Public Transport System,Health,Optimization of energy consumption through advanced grid management.,Texas,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4011-4,4,S-2,Ericsson Intelligent Transport,100984,Under Review,47:03.4
E-4011,Public Transport System,Health,Installation of next-generation monitoring and automation systems.,Texas,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4011-5,5,S-1,Flir Systems,253258.9,Accepted,47:03.4
E-4012,Educational Infrastructure,Public Works,Upgrading outdated infrastructure with cutting-edge sustainable solutions.,New York,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4012-1,1,S-1,Kapsch TrafficCom,466987.88,Under Review,47:03.4
E-4012,Educational Infrastructure,Public Works,Expansion of digital technology for optimized system performance.,New York,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4012-1,1,S-2,Iteris Inc.,448969.09,Under Review,47:03.4
E-4012,Educational Infrastructure,Public Works,Implementation of high-efficiency systems for long-term sustainability.,New York,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4012-1,1,S-3,Panasonic Smart Cities,188989.91,Rejected,47:03.4
E-4012,Educational Infrastructure,Public Works,Integration of smart technology into traditional infrastructure frameworks.,New York,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4012-1,1,S-4,Verizon Smart Cities,394678.62,Rejected,47:03.4
E-4012,Educational Infrastructure,Public Works,Installation of next-generation monitoring and automation systems.,New York,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4012-2,2,S-1,Siemens Mobility,498128.23,Accepted,47:03.4
E-4012,Educational Infrastructure,Public Works,Upgrading outdated infrastructure with cutting-edge sustainable solutions.,New York,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4012-2,2,S-2,Alstom Transport,342767.78,Under Review,47:03.4
E-4012,Educational Infrastructure,Public Works,Optimization of energy consumption through advanced grid management.,New York,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4012-2,2,S-3,Bosch Traffic Systems,458345.77,Under Review,47:03.4
E-4012,Educational Infrastructure,Public Works,Integration of smart technology into traditional infrastructure frameworks.,New York,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4012-2,2,S-4,Verizon Smart Cities,445158.32,Rejected,47:03.4
E-4012,Educational Infrastructure,Public Works,Implementation of high-efficiency systems for long-term sustainability.,New York,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4012-3,3,S-1,Schneider Electric Mobility,378059.48,Rejected,47:03.4
E-4012,Educational Infrastructure,Public Works,Implementation of high-efficiency systems for long-term sustainability.,New York,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4012-4,4,S-1,Alstom Transport,299479.34,Rejected,47:03.4
E-4013,Educational Infrastructure,Health,Procurement of state-of-the-art infrastructure equipment for efficiency enhancement.,Florida,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4013-1,1,S-1,Siemens Mobility,497309.09,Rejected,47:03.4
E-4013,Educational Infrastructure,Health,Deployment of smart security solutions to enhance operational safety.,Florida,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4013-1,1,S-2,Cubic Corporation,244432.97,Under Review,47:03.4
E-4013,Educational Infrastructure,Health,Implementation of AI-based decision-making tools for public services.,Florida,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4013-1,1,S-3,Xerox Transportation,116151.61,Accepted,47:03.4
E-4013,Educational Infrastructure,Health,Development of a robust public service network with smart automation.,Florida,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4013-2,2,S-1,Xerox Transportation,61245.03,Under Review,47:03.4
E-4013,Educational Infrastructure,Health,Upgrading outdated infrastructure with cutting-edge sustainable solutions.,Florida,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4013-2,2,S-2,Qualcomm Connected Mobility,152507.97,Accepted,47:03.4
E-4014,Water Supply,Health,Procurement of state-of-the-art infrastructure equipment for efficiency enhancement.,Illinois,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4014-1,1,S-1,Siemens Mobility,171580.81,Under Review,47:03.4
E-4014,Water Supply,Health,Procurement of state-of-the-art infrastructure equipment for efficiency enhancement.,Illinois,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4014-1,1,S-2,Panasonic Smart Cities,221772.17,Rejected,47:03.4
E-4014,Water Supply,Health,Integration of smart technology into traditional infrastructure frameworks.,Illinois,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4014-1,1,S-3,Alstom Transport,221995.26,Accepted,47:03.4
E-4014,Water Supply,Health,Installation of next-generation monitoring and automation systems.,Illinois,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4014-1,1,S-4,General Electric,139939.07,Under Review,47:03.4
E-4014,Water Supply,Health,Development of a robust public service network with smart automation.,Illinois,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4014-2,2,S-1,Intel Transportation Solutions,219958.64,Under Review,47:03.4
E-4014,Water Supply,Health,Upgrading outdated infrastructure with cutting-edge sustainable solutions.,Illinois,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4014-3,3,S-1,Qualcomm Connected Mobility,250775.98,Rejected,47:03.4
E-4014,Water Supply,Health,Deployment of smart security solutions to enhance operational safety.,Illinois,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4014-3,3,S-2,Bosch Traffic Systems,162938.29,Accepted,47:03.4
E-4014,Water Supply,Health,Expansion of digital technology for optimized system performance.,Illinois,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4014-3,3,S-3,Panasonic Smart Cities,416602.28,Rejected,47:03.4
E-4015,Road Construction,Health,Development of a robust public service network with smart automation.,Pennsylvania,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4015-1,1,S-1,Kapsch TrafficCom,454719.08,Accepted,47:03.4
E-4015,Road Construction,Health,Installation of next-generation monitoring and automation systems.,Pennsylvania,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4015-2,2,S-1,Siemens Mobility,400749.97,Accepted,47:03.4
E-4015,Road Construction,Health,Installation of next-generation monitoring and automation systems.,Pennsylvania,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4015-2,2,S-2,Kapsch TrafficCom,232344.16,Under Review,47:03.4
E-4015,Road Construction,Health,Implementation of high-efficiency systems for long-term sustainability.,Pennsylvania,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4015-2,2,S-3,Hitachi Rail,162745.96,Rejected,47:03.4
E-4015,Road Construction,Health,Integration of smart technology into traditional infrastructure frameworks.,Pennsylvania,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4015-2,2,S-4,Hitachi Rail,336388.53,Accepted,47:03.4
E-4015,Road Construction,Health,Upgrading outdated infrastructure with cutting-edge sustainable solutions.,Pennsylvania,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4015-3,3,S-1,Flir Systems,196106.48,Accepted,47:03.4
E-4015,Road Construction,Health,Implementation of high-efficiency systems for long-term sustainability.,Pennsylvania,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4015-4,4,S-1,Qualcomm Connected Mobility,177984.78,Accepted,47:03.4
E-4016,Water Supply,Public Works,Installation of next-generation monitoring and automation systems.,Ohio,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4016-1,1,S-1,Cubic Corporation,332396.23,Accepted,47:03.4
E-4016,Water Supply,Public Works,Expansion of digital technology for optimized system performance.,Ohio,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4016-1,1,S-2,Cubic Corporation,266145.88,Under Review,47:03.4
E-4016,Water Supply,Public Works,Integration of smart technology into traditional infrastructure frameworks.,Ohio,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4016-1,1,S-3,Panasonic Smart Cities,369952.8,Accepted,47:03.4
E-4016,Water Supply,Public Works,Implementation of high-efficiency systems for long-term sustainability.,Ohio,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4016-2,2,S-1,Bosch Traffic Systems,433687.7,Rejected,47:03.4
E-4016,Water Supply,Public Works,Integration of smart technology into traditional infrastructure frameworks.,Ohio,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4016-2,2,S-2,Honeywell Smart Mobility,422023.67,Rejected,47:03.4
E-4017,Public Transport System,Education,Implementation of AI-based decision-making tools for public services.,Georgia,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4017-1,1,S-1,Ericsson Intelligent Transport,140051.01,Under Review,47:03.4
E-4017,Public Transport System,Education,Upgrading outdated infrastructure with cutting-edge sustainable solutions.,Georgia,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4017-1,1,S-2,IBM Smarter Traffic,240400.63,Rejected,47:03.4
E-4017,Public Transport System,Education,Development of a robust public service network with smart automation.,Georgia,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4017-2,2,S-1,Iteris Inc.,172084.44,Under Review,47:03.4
E-4017,Public Transport System,Education,Procurement of state-of-the-art infrastructure equipment for efficiency enhancement.,Georgia,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4017-2,2,S-2,TransCore,73569.17,Accepted,47:03.4
E-4017,Public Transport System,Education,Procurement of state-of-the-art infrastructure equipment for efficiency enhancement.,Georgia,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4017-3,3,S-1,Intel Transportation Solutions,186437.03,Accepted,47:03.4
E-4017,Public Transport System,Education,Implementation of high-efficiency systems for long-term sustainability.,Georgia,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4017-3,3,S-2,TransCore,361463.86,Under Review,47:03.4
E-4017,Public Transport System,Education,Optimization of energy consumption through advanced grid management.,Georgia,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4017-3,3,S-3,Ericsson Intelligent Transport,303920.07,Under Review,47:03.4
E-4017,Public Transport System,Education,Implementation of AI-based decision-making tools for public services.,Georgia,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4017-3,3,S-4,Iteris Inc.,143881.1,Under Review,47:03.4
E-4017,Public Transport System,Education,Procurement of state-of-the-art infrastructure equipment for efficiency enhancement.,Georgia,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4017-4,4,S-1,Kapsch TrafficCom,79656.59,Rejected,47:03.4
E-4017,Public Transport System,Education,Optimization of energy consumption through advanced grid management.,Georgia,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4017-4,4,S-2,Siemens Mobility,68165.68,Accepted,47:03.4
E-4017,Public Transport System,Education,Implementation of high-efficiency systems for long-term sustainability.,Georgia,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4017-4,4,S-3,Siemens Mobility,283916.28,Rejected,47:03.4
E-4018,Educational Infrastructure,Education,Deployment of smart security solutions to enhance operational safety.,North Carolina,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4018-1,1,S-1,Qualcomm Connected Mobility,242775.09,Rejected,47:03.4
E-4018,Educational Infrastructure,Education,Development of a robust public service network with smart automation.,North Carolina,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4018-1,1,S-2,Xerox Transportation,464750.29,Rejected,47:03.4
E-4019,Healthcare Equipment,Public Works,Implementation of high-efficiency systems for long-term sustainability.,Michigan,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4019-1,1,S-1,Econolite Group,225890.44,Accepted,47:03.4
E-4019,Healthcare Equipment,Public Works,Upgrading outdated infrastructure with cutting-edge sustainable solutions.,Michigan,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4019-1,1,S-2,Schneider Electric Mobility,335847.66,Rejected,47:03.4
E-4019,Healthcare Equipment,Public Works,Implementation of AI-based decision-making tools for public services.,Michigan,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4019-2,2,S-1,Siemens Mobility,69366.39,Accepted,47:03.4
E-4019,Healthcare Equipment,Public Works,Integration of smart technology into traditional infrastructure frameworks.,Michigan,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4019-2,2,S-2,Alstom Transport,316101.56,Under Review,47:03.4
E-4019,Healthcare Equipment,Public Works,Deployment of smart security solutions to enhance operational safety.,Michigan,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4019-2,2,S-3,Siemens Mobility,487896.57,Under Review,47:03.4
E-4019,Healthcare Equipment,Public Works,Expansion of digital technology for optimized system performance.,Michigan,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4019-3,3,S-1,Xerox Transportation,83023.84,Under Review,47:03.4
E-4019,Healthcare Equipment,Public Works,Integration of smart technology into traditional infrastructure frameworks.,Michigan,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4019-4,4,S-1,Flir Systems,214929.73,Rejected,47:03.4
E-4019,Healthcare Equipment,Public Works,Installation of next-generation monitoring and automation systems.,Michigan,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4019-4,4,S-2,Bosch Traffic Systems,365444.39,Rejected,47:03.4
E-4019,Healthcare Equipment,Public Works,Installation of next-generation monitoring and automation systems.,Michigan,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4019-4,4,S-3,Siemens Mobility,215870.24,Rejected,47:03.4
E-4019,Healthcare Equipment,Public Works,Procurement of state-of-the-art infrastructure equipment for efficiency enhancement.,Michigan,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4019-4,4,S-4,Flir Systems,381256.41,Rejected,47:03.4
E-4019,Healthcare Equipment,Public Works,Implementation of high-efficiency systems for long-term sustainability.,Michigan,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4019-5,5,S-1,Flir Systems,287315.77,Rejected,47:03.4
E-4019,Healthcare Equipment,Public Works,Installation of next-generation monitoring and automation systems.,Michigan,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4019-5,5,S-2,Intel Transportation Solutions,478623.47,Accepted,47:03.4
E-4020,Educational Infrastructure,Public Works,Upgrading outdated infrastructure with cutting-edge sustainable solutions.,California,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4020-1,1,S-1,Hitachi Rail,154689.61,Under Review,47:03.4
E-4020,Educational Infrastructure,Public Works,Implementation of high-efficiency systems for long-term sustainability.,California,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4020-2,2,S-1,Hitachi Rail,110390.16,Rejected,47:03.4
E-4020,Educational Infrastructure,Public Works,Procurement of state-of-the-art infrastructure equipment for efficiency enhancement.,California,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4020-3,3,S-1,Kapsch TrafficCom,430105.58,Accepted,47:03.4
E-4020,Educational Infrastructure,Public Works,Implementation of AI-based decision-making tools for public services.,California,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4020-3,3,S-2,Ericsson Intelligent Transport,53370.89,Under Review,47:03.4
E-4020,Educational Infrastructure,Public Works,Installation of next-generation monitoring and automation systems.,California,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4020-3,3,S-3,Intel Transportation Solutions,197500.99,Rejected,47:03.4
E-4020,Educational Infrastructure,Public Works,Implementation of AI-based decision-making tools for public services.,California,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4020-4,4,S-1,Honeywell Smart Mobility,335134.57,Under Review,47:03.4
E-4020,Educational Infrastructure,Public Works,Expansion of digital technology for optimized system performance.,California,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4020-4,4,S-2,Cubic Corporation,383673.79,Rejected,47:03.4
E-4020,Educational Infrastructure,Public Works,Installation of next-generation monitoring and automation systems.,California,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4020-4,4,S-3,Ericsson Intelligent Transport,69273.86,Under Review,47:03.4
E-4020,Educational Infrastructure,Public Works,Procurement of state-of-the-art infrastructure equipment for efficiency enhancement.,California,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4020-5,5,S-1,Alstom Transport,296473.28,Rejected,47:03.4
E-4020,Educational Infrastructure,Public Works,Integration of smart technology into traditional infrastructure frameworks.,California,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4020-5,5,S-2,IBM Smarter Traffic,313592.88,Under Review,47:03.4
E-4020,Educational Infrastructure,Public Works,Deployment of smart security solutions to enhance operational safety.,California,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4020-5,5,S-3,Schneider Electric Mobility,480413.76,Under Review,47:03.4
E-4021,Public Transport System,Energy,Integration of smart technology into traditional infrastructure frameworks.,Texas,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4021-1,1,S-1,Ericsson Intelligent Transport,478804.46,Accepted,47:03.4
E-4021,Public Transport System,Energy,Expansion of digital technology for optimized system performance.,Texas,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4021-2,2,S-1,Iteris Inc.,305638.59,Under Review,47:03.4
E-4021,Public Transport System,Energy,Development of a robust public service network with smart automation.,Texas,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4021-2,2,S-2,Panasonic Smart Cities,91680.79,Under Review,47:03.4
E-4021,Public Transport System,Energy,Implementation of AI-based decision-making tools for public services.,Texas,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4021-2,2,S-3,Hitachi Rail,266107.71,Accepted,47:03.4
E-4021,Public Transport System,Energy,Integration of smart technology into traditional infrastructure frameworks.,Texas,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4021-2,2,S-4,Ericsson Intelligent Transport,131735.29,Accepted,47:03.4
E-4021,Public Transport System,Energy,Upgrading outdated infrastructure with cutting-edge sustainable solutions.,Texas,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4021-3,3,S-1,General Electric,83527.98,Accepted,47:03.4
E-4021,Public Transport System,Energy,Development of a robust public service network with smart automation.,Texas,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4021-3,3,S-2,Iteris Inc.,199258.01,Accepted,47:03.4
E-4021,Public Transport System,Energy,Installation of next-generation monitoring and automation systems.,Texas,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4021-3,3,S-3,Ericsson Intelligent Transport,475167.68,Rejected,47:03.4
E-4021,Public Transport System,Energy,Implementation of high-efficiency systems for long-term sustainability.,Texas,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4021-3,3,S-4,Xerox Transportation,415719.89,Accepted,47:03.4
E-4021,Public Transport System,Energy,Installation of next-generation monitoring and automation systems.,Texas,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4021-4,4,S-1,Flir Systems,247771.11,Rejected,47:03.4
E-4021,Public Transport System,Energy,Optimization of energy consumption through advanced grid management.,Texas,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4021-4,4,S-2,Honeywell Smart Mobility,66627.96,Rejected,47:03.4
E-4021,Public Transport System,Energy,Installation of next-generation monitoring and automation systems.,Texas,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4021-4,4,S-3,Intel Transportation Solutions,351995.16,Rejected,47:03.4
E-4021,Public Transport System,Energy,Deployment of smart security solutions to enhance operational safety.,Texas,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4021-5,5,S-1,Alstom Transport,352132.91,Accepted,47:03.4
E-4021,Public Transport System,Energy,Implementation of high-efficiency systems for long-term sustainability.,Texas,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4021-5,5,S-2,Alstom Transport,241056,Accepted,47:03.4
E-4021,Public Transport System,Energy,Installation of next-generation monitoring and automation systems.,Texas,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4021-5,5,S-3,Schneider Electric Mobility,303123.84,Under Review,47:03.4
E-4022,Educational Infrastructure,Health,Upgrading outdated infrastructure with cutting-edge sustainable solutions.,New York,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4022-1,1,S-1,Bosch Traffic Systems,278689.73,Rejected,47:03.4
E-4022,Educational Infrastructure,Health,Expansion of digital technology for optimized system performance.,New York,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4022-1,1,S-2,Intel Transportation Solutions,236588.17,Rejected,47:03.4
E-4022,Educational Infrastructure,Health,Installation of next-generation monitoring and automation systems.,New York,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4022-2,2,S-1,Honeywell Smart Mobility,370860.23,Under Review,47:03.4
E-4022,Educational Infrastructure,Health,Implementation of high-efficiency systems for long-term sustainability.,New York,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4022-2,2,S-2,Iteris Inc.,290274.84,Rejected,47:03.4
E-4022,Educational Infrastructure,Health,Implementation of high-efficiency systems for long-term sustainability.,New York,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4022-2,2,S-3,Kapsch TrafficCom,123187.28,Accepted,47:03.4
E-4022,Educational Infrastructure,Health,Integration of smart technology into traditional infrastructure frameworks.,New York,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4022-3,3,S-1,Qualcomm Connected Mobility,138121.08,Rejected,47:03.4
E-4022,Educational Infrastructure,Health,Integration of smart technology into traditional infrastructure frameworks.,New York,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4022-3,3,S-2,Qualcomm Connected Mobility,407056.91,Accepted,47:03.4
E-4022,Educational Infrastructure,Health,Implementation of high-efficiency systems for long-term sustainability.,New York,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4022-3,3,S-3,Siemens Mobility,289314.67,Under Review,47:03.4
E-4022,Educational Infrastructure,Health,Deployment of smart security solutions to enhance operational safety.,New York,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4022-4,4,S-1,Hitachi Rail,404199.81,Accepted,47:03.4
E-4022,Educational Infrastructure,Health,Expansion of digital technology for optimized system performance.,New York,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4022-4,4,S-2,Ericsson Intelligent Transport,367231.86,Rejected,47:03.4
E-4022,Educational Infrastructure,Health,Integration of smart technology into traditional infrastructure frameworks.,New York,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4022-4,4,S-3,Schneider Electric Mobility,91645.96,Rejected,47:03.4
E-4022,Educational Infrastructure,Health,Procurement of state-of-the-art infrastructure equipment for efficiency enhancement.,New York,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4022-4,4,S-4,General Electric,208126.4,Rejected,47:03.4
E-4023,Educational Infrastructure,Education,Integration of smart technology into traditional infrastructure frameworks.,Florida,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4023-1,1,S-1,Honeywell Smart Mobility,423174.71,Rejected,47:03.4
E-4023,Educational Infrastructure,Education,Deployment of smart security solutions to enhance operational safety.,Florida,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4023-2,2,S-1,Qualcomm Connected Mobility,210654.55,Accepted,47:03.4
E-4023,Educational Infrastructure,Education,Implementation of high-efficiency systems for long-term sustainability.,Florida,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4023-2,2,S-2,Siemens Mobility,164523.55,Accepted,47:03.4
E-4023,Educational Infrastructure,Education,Implementation of high-efficiency systems for long-term sustainability.,Florida,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4023-2,2,S-3,Verizon Smart Cities,397306.37,Accepted,47:03.4
E-4023,Educational Infrastructure,Education,Integration of smart technology into traditional infrastructure frameworks.,Florida,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4023-3,3,S-1,Cubic Corporation,125067.44,Accepted,47:03.4
E-4023,Educational Infrastructure,Education,Upgrading outdated infrastructure with cutting-edge sustainable solutions.,Florida,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4023-3,3,S-2,Cubic Corporation,160876.25,Rejected,47:03.4
E-4023,Educational Infrastructure,Education,Implementation of AI-based decision-making tools for public services.,Florida,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4023-4,4,S-1,Econolite Group,249007.64,Accepted,47:03.4
E-4023,Educational Infrastructure,Education,Implementation of high-efficiency systems for long-term sustainability.,Florida,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4023-4,4,S-2,Econolite Group,167107.76,Under Review,47:03.4
E-4023,Educational Infrastructure,Education,Integration of smart technology into traditional infrastructure frameworks.,Florida,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4023-4,4,S-3,Schneider Electric Mobility,82981.89,Rejected,47:03.4
E-4023,Educational Infrastructure,Education,Development of a robust public service network with smart automation.,Florida,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4023-5,5,S-1,Econolite Group,401638.91,Under Review,47:03.4
